scoreline,scoreline_odds,contest,Outcome
7-0,250/1,Sheffield Utd v Brighton,Sheffield Utd Win
7-1,250/1,Sheffield Utd v Brighton,Sheffield Utd Win
8-0,250/1,Sheffield Utd v Brighton,Sheffield Utd Win
9-0,250/1,Sheffield Utd v Brighton,Sheffield Utd Win
0-0,16/1,Sheffield Utd v Brighton,Draw
1-1,7/1,Sheffield Utd v Brighton,Draw
2-2,14/1,Sheffield Utd v Brighton,Draw
3-3,50/1,Sheffield Utd v Brighton,Draw
4-4,200/1,Sheffield Utd v Brighton,Draw
1-0,17/2,Sheffield Utd v Brighton,Brighton Win
2-0,17/2,Sheffield Utd v Brighton,Brighton Win
2-1,15/2,Sheffield Utd v Brighton,Brighton Win
3-0,14/1,Sheffield Utd v Brighton,Brighton Win
3-1,12/1,Sheffield Utd v Brighton,Brighton Win
3-2,20/1,Sheffield Utd v Brighton,Brighton Win
4-0,25/1,Sheffield Utd v Brighton,Brighton Win
4-1,22/1,Sheffield Utd v Brighton,Brighton Win
4-2,40/1,Sheffield Utd v Brighton,Brighton Win
4-3,90/1,Sheffield Utd v Brighton,Brighton Win
5-0,60/1,Sheffield Utd v Brighton,Brighton Win
5-1,55/1,Sheffield Utd v Brighton,Brighton Win
5-2,80/1,Sheffield Utd v Brighton,Brighton Win
6-0,125/1,Sheffield Utd v Brighton,Brighton Win
6-1,125/1,Sheffield Utd v Brighton,Brighton Win
6-2,150/1,Sheffield Utd v Brighton,Brighton Win
7-0,200/1,Sheffield Utd v Brighton,Brighton Win
7-1,200/1,Sheffield Utd v Brighton,Brighton Win
8-0,250/1,Sheffield Utd v Brighton,Brighton Win
9-0,250/1,Sheffield Utd v Brighton,Brighton Win
10-0,250/1,Sheffield Utd v Brighton,Brighton Win
1-0,16/1,Luton v Man Utd,Luton Win
2-0,25/1,Luton v Man Utd,Luton Win
2-1,14/1,Luton v Man Utd,Luton Win
3-0,55/1,Luton v Man Utd,Luton Win
3-1,33/1,Luton v Man Utd,Luton Win
3-2,33/1,Luton v Man Utd,Luton Win
4-0,125/1,Luton v Man Utd,Luton Win
4-1,80/1,Luton v Man Utd,Luton Win
4-2,80/1,Luton v Man Utd,Luton Win
4-3,100/1,Luton v Man Utd,Luton Win
5-0,200/1,Luton v Man Utd,Luton Win
5-1,150/1,Luton v Man Utd,Luton Win
5-2,150/1,Luton v Man Utd,Luton Win
6-0,250/1,Luton v Man Utd,Luton Win
6-1,200/1,Luton v Man Utd,Luton Win
6-2,200/1,Luton v Man Utd,Luton Win
7-0,250/1,Luton v Man Utd,Luton Win
7-1,250/1,Luton v Man Utd,Luton Win
8-0,250/1,Luton v Man Utd,Luton Win
9-0,250/1,Luton v Man Utd,Luton Win
10-0,250/1,Luton v Man Utd,Luton Win
0-0,18/1,Luton v Man Utd,Draw
1-1,7/1,Luton v Man Utd,Draw
2-2,12/1,Luton v Man Utd,Draw
3-3,45/1,Luton v Man Utd,Draw
4-4,150/1,Luton v Man Utd,Draw
1-0,9/1,Luton v Man Utd,Man Utd Win
2-0,10/1,Luton v Man Utd,Man Utd Win
2-1,8/1,Luton v Man Utd,Man Utd Win
3-0,16/1,Luton v Man Utd,Man Utd Win
3-1,12/1,Luton v Man Utd,Man Utd Win
3-2,20/1,Luton v Man Utd,Man Utd Win
4-0,33/1,Luton v Man Utd,Man Utd Win
4-1,25/1,Luton v Man Utd,Man Utd Win
4-2,40/1,Luton v Man Utd,Man Utd Win
4-3,80/1,Luton v Man Utd,Man Utd Win
5-0,66/1,Luton v Man Utd,Man Utd Win
5-1,60/1,Luton v Man Utd,Man Utd Win
5-2,80/1,Luton v Man Utd,Man Utd Win
6-0,125/1,Luton v Man Utd,Man Utd Win
6-1,125/1,Luton v Man Utd,Man Utd Win
6-2,150/1,Luton v Man Utd,Man Utd Win
7-0,200/1,Luton v Man Utd,Man Utd Win
7-1,200/1,Luton v Man Utd,Man Utd Win
8-0,250/1,Luton v Man Utd,Man Utd Win
9-0,250/1,Luton v Man Utd,Man Utd Win
10-0,250/1,Luton v Man Utd,Man Utd Win
1-0,5/1,Everton v Crystal Palace,Everton Win
2-0,7/1,Everton v Crystal Palace,Everton Win
2-1,8/1,Everton v Crystal Palace,Everton Win
3-0,14/1,Everton v Crystal Palace,Everton Win
3-1,16/1,Everton v Crystal Palace,Everton Win
3-2,35/1,Everton v Crystal Palace,Everton Win
4-0,33/1,Everton v Crystal Palace,Everton Win
4-1,40/1,Everton v Crystal Palace,Everton Win
4-2,80/1,Everton v Crystal Palace,Everton Win
4-3,150/1,Everton v Crystal Palace,Everton Win
5-0,80/1,Everton v Crystal Palace,Everton Win
5-1,90/1,Everton v Crystal Palace,Everton Win
5-2,150/1,Everton v Crystal Palace,Everton Win
6-0,150/1,Everton v Crystal Palace,Everton Win
6-1,150/1,Everton v Crystal Palace,Everton Win
6-2,200/1,Everton v Crystal Palace,Everton Win
7-0,200/1,Everton v Crystal Palace,Everton Win
7-1,250/1,Everton v Crystal Palace,Everton Win
8-0,250/1,Everton v Crystal Palace,Everton Win
9-0,250/1,Everton v Crystal Palace,Everton Win
10-0,250/1,Everton v Crystal Palace,Everton Win
0-0,8/1,Everton v Crystal Palace,Draw
1-1,6/1,Everton v Crystal Palace,Draw
2-2,18/1,Everton v Crystal Palace,Draw
3-3,90/1,Everton v Crystal Palace,Draw
4-4,200/1,Everton v Crystal Palace,Draw
1-0,11/1,Everton v Crystal Palace,Crystal Palace Win
2-0,25/1,Everton v Crystal Palace,Crystal Palace Win
2-1,18/1,Everton v Crystal Palace,Crystal Palace Win
3-0,80/1,Everton v Crystal Palace,Crystal Palace Win
3-1,55/1,Everton v Crystal Palace,Crystal Palace Win
3-2,65/1,Everton v Crystal Palace,Crystal Palace Win
4-0,150/1,Everton v Crystal Palace,Crystal Palace Win
4-1,150/1,Everton v Crystal Palace,Crystal Palace Win
4-2,150/1,Everton v Crystal Palace,Crystal Palace Win
4-3,200/1,Everton v Crystal Palace,Crystal Palace Win
5-0,250/1,Everton v Crystal Palace,Crystal Palace Win
5-1,200/1,Everton v Crystal Palace,Crystal Palace Win
5-2,250/1,Everton v Crystal Palace,Crystal Palace Win
6-0,250/1,Everton v Crystal Palace,Crystal Palace Win
6-1,250/1,Everton v Crystal Palace,Crystal Palace Win
6-2,250/1,Everton v Crystal Palace,Crystal Palace Win
7-0,250/1,Everton v Crystal Palace,Crystal Palace Win
7-1,250/1,Everton v Crystal Palace,Crystal Palace Win
8-0,250/1,Everton v Crystal Palace,Crystal Palace Win
1-0,20/1,Brentford v Liverpool,Brentford Win
2-0,33/1,Brentford v Liverpool,Brentford Win
2-1,14/1,Brentford v Liverpool,Brentford Win
3-0,65/1,Brentford v Liverpool,Brentford Win
3-1,33/1,Brentford v Liverpool,Brentford Win
3-2,33/1,Brentford v Liverpool,Brentford Win
4-0,125/1,Brentford v Liverpool,Brentford Win
4-1,80/1,Brentford v Liverpool,Brentford Win
4-2,80/1,Brentford v Liverpool,Brentford Win
4-3,100/1,Brentford v Liverpool,Brentford Win
5-0,200/1,Brentford v Liverpool,Brentford Win
5-1,150/1,Brentford v Liverpool,Brentford Win
5-2,150/1,Brentford v Liverpool,Brentford Win
6-0,250/1,Brentford v Liverpool,Brentford Win
6-1,200/1,Brentford v Liverpool,Brentford Win
6-2,200/1,Brentford v Liverpool,Brentford Win
7-0,250/1,Brentford v Liverpool,Brentford Win
7-1,250/1,Brentford v Liverpool,Brentford Win
8-0,250/1,Brentford v Liverpool,Brentford Win
9-0,250/1,Brentford v Liverpool,Brentford Win
0-0,22/1,Brentford v Liverpool,Draw
1-1,17/2,Brentford v Liverpool,Draw
2-2,12/1,Brentford v Liverpool,Draw
3-3,40/1,Brentford v Liverpool,Draw
4-4,125/1,Brentford v Liverpool,Draw
1-0,11/1,Brentford v Liverpool,Liverpool Win
2-0,10/1,Brentford v Liverpool,Liverpool Win
2-1,15/2,Brentford v Liverpool,Liverpool Win
3-0,14/1,Brentford v Liverpool,Liverpool Win
3-1,11/1,Brentford v Liverpool,Liverpool Win
3-2,18/1,Brentford v Liverpool,Liverpool Win
4-0,25/1,Brentford v Liverpool,Liverpool Win
4-1,20/1,Brentford v Liverpool,Liverpool Win
4-2,33/1,Brentford v Liverpool,Liverpool Win
4-3,65/1,Brentford v Liverpool,Liverpool Win
5-0,50/1,Brentford v Liverpool,Liverpool Win
5-1,45/1,Brentford v Liverpool,Liverpool Win
5-2,60/1,Brentford v Liverpool,Liverpool Win
6-0,100/1,Brentford v Liverpool,Liverpool Win
6-1,90/1,Brentford v Liverpool,Liverpool Win
6-2,125/1,Brentford v Liverpool,Liverpool Win
7-0,200/1,Brentford v Liverpool,Liverpool Win
7-1,150/1,Brentford v Liverpool,Liverpool Win
8-0,200/1,Brentford v Liverpool,Liverpool Win
9-0,250/1,Brentford v Liverpool,Liverpool Win
10-0,250/1,Brentford v Liverpool,Liverpool Win
1-0,28/1,Burnley v Arsenal,Burnley Win
2-0,65/1,Burnley v Arsenal,Burnley Win
2-1,33/1,Burnley v Arsenal,Burnley Win
3-0,150/1,Burnley v Arsenal,Burnley Win
3-1,100/1,Burnley v Arsenal,Burnley Win
3-2,80/1,Burnley v Arsenal,Burnley Win
4-0,200/1,Burnley v Arsenal,Burnley Win
4-1,200/1,Burnley v Arsenal,Burnley Win
4-2,200/1,Burnley v Arsenal,Burnley Win
4-3,200/1,Burnley v Arsenal,Burnley Win
5-0,250/1,Burnley v Arsenal,Burnley Win
5-1,250/1,Burnley v Arsenal,Burnley Win
5-2,250/1,Burnley v Arsenal,Burnley Win
6-0,250/1,Burnley v Arsenal,Burnley Win
6-1,250/1,Burnley v Arsenal,Burnley Win
6-2,250/1,Burnley v Arsenal,Burnley Win
7-0,250/1,Burnley v Arsenal,Burnley Win
7-1,250/1,Burnley v Arsenal,Burnley Win
0-0,16/1,Burnley v Arsenal,Draw
1-1,10/1,Burnley v Arsenal,Draw
2-2,22/1,Burnley v Arsenal,Draw
3-3,90/1,Burnley v Arsenal,Draw
4-4,200/1,Burnley v Arsenal,Draw
1-0,7/1,Burnley v Arsenal,Arsenal Win
2-0,11/2,Burnley v Arsenal,Arsenal Win
2-1,17/2,Burnley v Arsenal,Arsenal Win
3-0,15/2,Burnley v Arsenal,Arsenal Win
3-1,11/1,Burnley v Arsenal,Arsenal Win
3-2,28/1,Burnley v Arsenal,Arsenal Win
4-0,12/1,Burnley v Arsenal,Arsenal Win
4-1,18/1,Burnley v Arsenal,Arsenal Win
4-2,45/1,Burnley v Arsenal,Arsenal Win
4-3,125/1,Burnley v Arsenal,Arsenal Win
5-0,25/1,Burnley v Arsenal,Arsenal Win
5-1,35/1,Burnley v Arsenal,Arsenal Win
5-2,80/1,Burnley v Arsenal,Arsenal Win
6-0,55/1,Burnley v Arsenal,Arsenal Win
6-1,70/1,Burnley v Arsenal,Arsenal Win
6-2,125/1,Burnley v Arsenal,Arsenal Win
7-0,125/1,Burnley v Arsenal,Arsenal Win
7-1,125/1,Burnley v Arsenal,Arsenal Win
8-0,200/1,Burnley v Arsenal,Arsenal Win
9-0,200/1,Burnley v Arsenal,Arsenal Win
10-0,250/1,Burnley v Arsenal,Arsenal Win
1-0,12/1,Fulham v Aston Villa,Fulham Win
2-0,16/1,Fulham v Aston Villa,Fulham Win
2-1,10/1,Fulham v Aston Villa,Fulham Win
3-0,35/1,Fulham v Aston Villa,Fulham Win
3-1,22/1,Fulham v Aston Villa,Fulham Win
3-2,28/1,Fulham v Aston Villa,Fulham Win
4-0,80/1,Fulham v Aston Villa,Fulham Win
4-1,55/1,Fulham v Aston Villa,Fulham Win
4-2,65/1,Fulham v Aston Villa,Fulham Win
4-3,100/1,Fulham v Aston Villa,Fulham Win
5-0,200/1,Fulham v Aston Villa,Fulham Win
5-1,125/1,Fulham v Aston Villa,Fulham Win
5-2,150/1,Fulham v Aston Villa,Fulham Win
6-0,250/1,Fulham v Aston Villa,Fulham Win
6-1,250/1,Fulham v Aston Villa,Fulham Win
6-2,250/1,Fulham v Aston Villa,Fulham Win
7-0,250/1,Fulham v Aston Villa,Fulham Win
7-1,250/1,Fulham v Aston Villa,Fulham Win
8-0,250/1,Fulham v Aston Villa,Fulham Win
9-0,250/1,Fulham v Aston Villa,Fulham Win
10-0,250/1,Fulham v Aston Villa,Fulham Win
0-0,16/1,Fulham v Aston Villa,Draw
1-1,6/1,Fulham v Aston Villa,Draw
2-2,11/1,Fulham v Aston Villa,Draw
3-3,45/1,Fulham v Aston Villa,Draw
4-4,150/1,Fulham v Aston Villa,Draw
1-0,10/1,Fulham v Aston Villa,Aston Villa Win
2-0,12/1,Fulham v Aston Villa,Aston Villa Win
2-1,17/2,Fulham v Aston Villa,Aston Villa Win
3-0,22/1,Fulham v Aston Villa,Aston Villa Win
3-1,16/1,Fulham v Aston Villa,Aston Villa Win
3-2,22/1,Fulham v Aston Villa,Aston Villa Win
4-0,55/1,Fulham v Aston Villa,Aston Villa Win
4-1,40/1,Fulham v Aston Villa,Aston Villa Win
4-2,55/1,Fulham v Aston Villa,Aston Villa Win
4-3,90/1,Fulham v Aston Villa,Aston Villa Win
5-0,125/1,Fulham v Aston Villa,Aston Villa Win
5-1,100/1,Fulham v Aston Villa,Aston Villa Win
5-2,125/1,Fulham v Aston Villa,Aston Villa Win
6-0,200/1,Fulham v Aston Villa,Aston Villa Win
6-1,200/1,Fulham v Aston Villa,Aston Villa Win
6-2,200/1,Fulham v Aston Villa,Aston Villa Win
7-0,250/1,Fulham v Aston Villa,Aston Villa Win
7-1,250/1,Fulham v Aston Villa,Aston Villa Win
8-0,250/1,Fulham v Aston Villa,Aston Villa Win
9-0,250/1,Fulham v Aston Villa,Aston Villa Win
10-0,250/1,Fulham v Aston Villa,Aston Villa Win
1-0,11/1,Newcastle v Bournemouth,Newcastle Win
2-0,12/1,Newcastle v Bournemouth,Newcastle Win
2-1,8/1,Newcastle v Bournemouth,Newcastle Win
3-0,20/1,Newcastle v Bournemouth,Newcastle Win
3-1,14/1,Newcastle v Bournemouth,Newcastle Win
3-2,18/1,Newcastle v Bournemouth,Newcastle Win
4-0,40/1,Newcastle v Bournemouth,Newcastle Win
4-1,28/1,Newcastle v Bournemouth,Newcastle Win
4-2,35/1,Newcastle v Bournemouth,Newcastle Win
4-3,66/1,Newcastle v Bournemouth,Newcastle Win
5-0,80/1,Newcastle v Bournemouth,Newcastle Win
5-1,65/1,Newcastle v Bournemouth,Newcastle Win
5-2,80/1,Newcastle v Bournemouth,Newcastle Win
6-0,150/1,Newcastle v Bournemouth,Newcastle Win
6-1,125/1,Newcastle v Bournemouth,Newcastle Win
6-2,150/1,Newcastle v Bournemouth,Newcastle Win
7-0,200/1,Newcastle v Bournemouth,Newcastle Win
7-1,200/1,Newcastle v Bournemouth,Newcastle Win
8-0,250/1,Newcastle v Bournemouth,Newcastle Win
9-0,250/1,Newcastle v Bournemouth,Newcastle Win
10-0,250/1,Newcastle v Bournemouth,Newcastle Win
0-0,22/1,Newcastle v Bournemouth,Draw
1-1,15/2,Newcastle v Bournemouth,Draw
2-2,12/1,Newcastle v Bournemouth,Draw
3-3,35/1,Newcastle v Bournemouth,Draw
4-4,125/1,Newcastle v Bournemouth,Draw
1-0,16/1,Newcastle v Bournemouth,Bournemouth Win
2-0,22/1,Newcastle v Bournemouth,Bournemouth Win
2-1,11/1,Newcastle v Bournemouth,Bournemouth Win
3-0,40/1,Newcastle v Bournemouth,Bournemouth Win
3-1,22/1,Newcastle v Bournemouth,Bournemouth Win
3-2,25/1,Newcastle v Bournemouth,Bournemouth Win
4-0,90/1,Newcastle v Bournemouth,Bournemouth Win
4-1,55/1,Newcastle v Bournemouth,Bournemouth Win
4-2,60/1,Newcastle v Bournemouth,Bournemouth Win
4-3,80/1,Newcastle v Bournemouth,Bournemouth Win
5-0,150/1,Newcastle v Bournemouth,Bournemouth Win
5-1,125/1,Newcastle v Bournemouth,Bournemouth Win
5-2,125/1,Newcastle v Bournemouth,Bournemouth Win
6-0,200/1,Newcastle v Bournemouth,Bournemouth Win
6-1,200/1,Newcastle v Bournemouth,Bournemouth Win
6-2,200/1,Newcastle v Bournemouth,Bournemouth Win
7-0,250/1,Newcastle v Bournemouth,Bournemouth Win
7-1,250/1,Newcastle v Bournemouth,Bournemouth Win
8-0,250/1,Newcastle v Bournemouth,Bournemouth Win
9-0,250/1,Newcastle v Bournemouth,Bournemouth Win
10-0,250/1,Newcastle v Bournemouth,Bournemouth Win
1-0,7/1,Nottingham Forest v West Ham,Nottingham Forest Win
2-0,10/1,Nottingham Forest v West Ham,Nottingham Forest Win
2-1,17/2,Nottingham Forest v West Ham,Nottingham Forest Win
3-0,20/1,Nottingham Forest v West Ham,Nottingham Forest Win
3-1,18/1,Nottingham Forest v West Ham,Nottingham Forest Win
3-2,33/1,Nottingham Forest v West Ham,Nottingham Forest Win
4-0,55/1,Nottingham Forest v West Ham,Nottingham Forest Win
4-1,45/1,Nottingham Forest v West Ham,Nottingham Forest Win
4-2,70/1,Nottingham Forest v West Ham,Nottingham Forest Win
4-3,150/1,Nottingham Forest v West Ham,Nottingham Forest Win
5-0,125/1,Nottingham Forest v West Ham,Nottingham Forest Win
5-1,125/1,Nottingham Forest v West Ham,Nottingham Forest Win
5-2,150/1,Nottingham Forest v West Ham,Nottingham Forest Win
6-0,250/1,Nottingham Forest v West Ham,Nottingham Forest Win
6-1,200/1,Nottingham Forest v West Ham,Nottingham Forest Win
6-2,250/1,Nottingham Forest v West Ham,Nottingham Forest Win
7-0,250/1,Nottingham Forest v West Ham,Nottingham Forest Win
7-1,250/1,Nottingham Forest v West Ham,Nottingham Forest Win
8-0,300/1,Nottingham Forest v West Ham,Nottingham Forest Win
9-0,300/1,Nottingham Forest v West Ham,Nottingham Forest Win
10-0,300/1,Nottingham Forest v West Ham,Nottingham Forest Win
0-0,10/1,Nottingham Forest v West Ham,Draw
1-1,11/2,Nottingham Forest v West Ham,Draw
2-2,14/1,Nottingham Forest v West Ham,Draw
3-3,65/1,Nottingham Forest v West Ham,Draw
4-4,200/1,Nottingham Forest v West Ham,Draw
1-0,9/1,Nottingham Forest v West Ham,West Ham Win
2-0,16/1,Nottingham Forest v West Ham,West Ham Win
2-1,11/1,Nottingham Forest v West Ham,West Ham Win
3-0,40/1,Nottingham Forest v West Ham,West Ham Win
3-1,28/1,Nottingham Forest v West Ham,West Ham Win
3-2,40/1,Nottingham Forest v West Ham,West Ham Win
4-0,100/1,Nottingham Forest v West Ham,West Ham Win
4-1,80/1,Nottingham Forest v West Ham,West Ham Win
4-2,100/1,Nottingham Forest v West Ham,West Ham Win
4-3,150/1,Nottingham Forest v West Ham,West Ham Win
5-0,200/1,Nottingham Forest v West Ham,West Ham Win
5-1,200/1,Nottingham Forest v West Ham,West Ham Win
5-2,200/1,Nottingham Forest v West Ham,West Ham Win
6-0,250/1,Nottingham Forest v West Ham,West Ham Win
6-1,250/1,Nottingham Forest v West Ham,West Ham Win
6-2,250/1,Nottingham Forest v West Ham,West Ham Win
7-0,300/1,Nottingham Forest v West Ham,West Ham Win
7-1,300/1,Nottingham Forest v West Ham,West Ham Win
8-0,300/1,Nottingham Forest v West Ham,West Ham Win
9-0,300/1,Nottingham Forest v West Ham,West Ham Win
10-0,300/1,Nottingham Forest v West Ham,West Ham Win
1-0,11/1,Tottenham v Wolves,Tottenham Win
2-0,9/1,Tottenham v Wolves,Tottenham Win
2-1,15/2,Tottenham v Wolves,Tottenham Win
3-0,12/1,Tottenham v Wolves,Tottenham Win
3-1,10/1,Tottenham v Wolves,Tottenham Win
3-2,18/1,Tottenham v Wolves,Tottenham Win
4-0,20/1,Tottenham v Wolves,Tottenham Win
4-1,18/1,Tottenham v Wolves,Tottenham Win
4-2,28/1,Tottenham v Wolves,Tottenham Win
4-3,70/1,Tottenham v Wolves,Tottenham Win
5-0,45/1,Tottenham v Wolves,Tottenham Win
5-1,40/1,Tottenham v Wolves,Tottenham Win
5-2,60/1,Tottenham v Wolves,Tottenham Win
6-0,90/1,Tottenham v Wolves,Tottenham Win
6-1,80/1,Tottenham v Wolves,Tottenham Win
6-2,125/1,Tottenham v Wolves,Tottenham Win
7-0,200/1,Tottenham v Wolves,Tottenham Win
7-1,150/1,Tottenham v Wolves,Tottenham Win
8-0,250/1,Tottenham v Wolves,Tottenham Win
9-0,250/1,Tottenham v Wolves,Tottenham Win
10-0,250/1,Tottenham v Wolves,Tottenham Win
0-0,22/1,Tottenham v Wolves,Draw
1-1,17/2,Tottenham v Wolves,Draw
2-2,14/1,Tottenham v Wolves,Draw
3-3,40/1,Tottenham v Wolves,Draw
4-4,150/1,Tottenham v Wolves,Draw
1-0,22/1,Tottenham v Wolves,Wolves Win
2-0,35/1,Tottenham v Wolves,Wolves Win
2-1,16/1,Tottenham v Wolves,Wolves Win
3-0,80/1,Tottenham v Wolves,Wolves Win
3-1,40/1,Tottenham v Wolves,Wolves Win
3-2,35/1,Tottenham v Wolves,Wolves Win
4-0,200/1,Tottenham v Wolves,Wolves Win
4-1,100/1,Tottenham v Wolves,Wolves Win
4-2,100/1,Tottenham v Wolves,Wolves Win
4-3,125/1,Tottenham v Wolves,Wolves Win
5-0,250/1,Tottenham v Wolves,Wolves Win
5-1,200/1,Tottenham v Wolves,Wolves Win
5-2,200/1,Tottenham v Wolves,Wolves Win
6-0,250/1,Tottenham v Wolves,Wolves Win
6-1,250/1,Tottenham v Wolves,Wolves Win
6-2,250/1,Tottenham v Wolves,Wolves Win
7-0,250/1,Tottenham v Wolves,Wolves Win
7-1,250/1,Tottenham v Wolves,Wolves Win
8-0,250/1,Tottenham v Wolves,Wolves Win
9-0,250/1,Tottenham v Wolves,Wolves Win
1-0,12/1,Liverpool v Luton,Liverpool Win
2-0,15/2,Liverpool v Luton,Liverpool Win
2-1,10/1,Liverpool v Luton,Liverpool Win
3-0,7/1,Liverpool v Luton,Liverpool Win
3-1,10/1,Liverpool v Luton,Liverpool Win
3-2,25/1,Liverpool v Luton,Liverpool Win
4-0,10/1,Liverpool v Luton,Liverpool Win
