PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Oleksandr Zinchenko PGM,0.5 - 2,Oleksandr Zinchenko SMM,1 - 3,Aston Villa v Nottingham Forest
Danny Welbeck PGM,24 - 27,Danny Welbeck SMM,39 - 45,Brighton v Burnley
Georginio Rutter PGM,18 - 21,Georginio Rutter SMM,27 - 32,Brighton v Burnley
Kaoru Mitoma PGM,15 - 18,Kaoru Mitoma SMM,21 - 26,Brighton v Burnley
Diego Gomez PGM,14 - 17,Diego Gomez SMM,20 - 24,Brighton v Burnley
Yankuba Minteh PGM,13 - 16,Yankuba Minteh SMM,19 - 23,Brighton v Burnley
Brajan Gruda PGM,9 - 12,Brajan Gruda SMM,13 - 17,Brighton v Burnley
Maxime De Cuyper PGM,8 - 11,Maxime De Cuyper SMM,12 - 16,Brighton v Burnley
James Milner PGM,8 - 11,James Milner SMM,12 - 16,Brighton v Burnley
Yasin Ayari PGM,6 - 9,Yasin Ayari SMM,9 - 13,Brighton v Burnley
Jack Hinshelwood PGM,5 - 8,Jack Hinshelwood SMM,8 - 11,Brighton v Burnley
Jan Paul van Hecke PGM,4 - 7,Jan Paul van Hecke SMM,6 - 9,Brighton v Burnley
Lewis Dunk PGM,3 - 6,Lewis Dunk SMM,6 - 9,Brighton v Burnley
Ferdi Kadioglu PGM,3 - 6,Ferdi Kadioglu SMM,6 - 9,Brighton v Burnley
Joel Veltman PGM,3 - 6,Joel Veltman SMM,5 - 8,Brighton v Burnley
Olivier Boscagli PGM,3 - 6,Olivier Boscagli SMM,5 - 8,Brighton v Burnley
Diego Coppola PGM,3 - 6,Diego Coppola SMM,5 - 8,Brighton v Burnley
Armando Broja PGM,12 - 15,Armando Broja SMM,18 - 22,Brighton v Burnley
Zian Flemming PGM,11 - 14,Zian Flemming SMM,16 - 20,Brighton v Burnley
Marcus Edwards PGM,7 - 10,Marcus Edwards SMM,9 - 13,Brighton v Burnley
Jaidon Anthony PGM,7 - 10,Jaidon Anthony SMM,9 - 13,Brighton v Burnley
Lesley Ugochukwu PGM,4 - 7,Lesley Ugochukwu SMM,6 - 9,Brighton v Burnley
Loum Tchaouna PGM,4 - 7,Loum Tchaouna SMM,6 - 9,Brighton v Burnley
Jacob Bruun Larsen PGM,4 - 7,Jacob Bruun Larsen SMM,6 - 9,Brighton v Burnley
Josh Laurent PGM,1 - 3,Josh Laurent SMM,2 - 4,Brighton v Burnley
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Brighton v Burnley
Bashir Humphreys PGM,0.5 - 2,Bashir Humphreys SMM,1 - 3,Brighton v Burnley
Hjalmar Ekdal PGM,0.5 - 2,Hjalmar Ekdal SMM,1 - 3,Brighton v Burnley
Lucas Pires PGM,0.5 - 2,Lucas Pires SMM,1 - 3,Brighton v Burnley
Kyle Walker PGM,0.25 - 1.5,Kyle Walker SMM,0.5 - 2,Brighton v Burnley
Jorgen Strand Larsen PGM,19 - 22,Jorgen Strand Larsen SMM,28 - 34,Wolves v West Ham
Tolu Arokodare PGM,13 - 16,Tolu Arokodare SMM,20 - 24,Wolves v West Ham
Hwang Hee-chan PGM,12 - 15,Hwang Hee-chan SMM,18 - 22,Wolves v West Ham
Mateus Mane PGM,8 - 11,Mateus Mane SMM,12 - 16,Wolves v West Ham
Fernando Lopez PGM,7 - 10,Fernando Lopez SMM,10 - 14,Wolves v West Ham
Jhon Arias PGM,6 - 9,Jhon Arias SMM,8 - 11,Wolves v West Ham
Ladislav Krejci PGM,3 - 6,Ladislav Krejci SMM,5 - 8,Wolves v West Ham
Joao Gomes PGM,3 - 6,Joao Gomes SMM,5 - 8,Wolves v West Ham
Yerson Mosquera PGM,2.5 - 5,Yerson Mosquera SMM,4 - 7,Wolves v West Ham
Matt Doherty PGM,2 - 4,Matt Doherty SMM,2.5 - 5,Wolves v West Ham
Jackson Tchatchoua PGM,2 - 4,Jackson Tchatchoua SMM,2.5 - 5,Wolves v West Ham
Hugo Bueno PGM,1 - 3,Hugo Bueno SMM,2 - 4,Wolves v West Ham
Santiago Bueno PGM,1 - 3,Santiago Bueno SMM,2 - 4,Wolves v West Ham
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Wolves v West Ham
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Wolves v West Ham
Callum Wilson PGM,16 - 19,Callum Wilson SMM,25 - 30,Wolves v West Ham
Jarrod Bowen PGM,12 - 15,Jarrod Bowen SMM,18 - 22,Wolves v West Ham
Lucas Paqueta PGM,10 - 13,Lucas Paqueta SMM,14 - 18,Wolves v West Ham
Crysencio Summerville PGM,8 - 11,Crysencio Summerville SMM,12 - 16,Wolves v West Ham
Tomas Soucek PGM,8 - 11,Tomas Soucek SMM,12 - 16,Wolves v West Ham
Mateus Fernandes PGM,4 - 7,Mateus Fernandes SMM,6 - 9,Wolves v West Ham
Konstantinos Mavropanos PGM,2.5 - 5,Konstantinos Mavropanos SMM,4 - 7,Wolves v West Ham
Freddie Potts PGM,2 - 4,Freddie Potts SMM,2.5 - 5,Wolves v West Ham
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,Wolves v West Ham
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,Wolves v West Ham
Oliver Scarles PGM,1 - 3,Oliver Scarles SMM,2 - 4,Wolves v West Ham
Soungoutou Magassa PGM,1 - 3,Soungoutou Magassa SMM,2 - 4,Wolves v West Ham
Jean-Clair Todibo PGM,0.5 - 2,Jean-Clair Todibo SMM,1 - 3,Wolves v West Ham
Igor Julio PGM,0.5 - 2,Igor Julio SMM,1 - 3,Wolves v West Ham
Guido Rodriguez PGM,0.5 - 2,Guido Rodriguez SMM,1 - 3,Wolves v West Ham
Antoine Semenyo PGM,9 - 12,Antoine Semenyo SMM,13 - 17,Bournemouth v Arsenal
Evanilson PGM,7 - 10,Evanilson SMM,10 - 14,Bournemouth v Arsenal
Enes Unal PGM,7 - 10,Enes Unal SMM,10 - 14,Bournemouth v Arsenal
Eli Junior Kroupi PGM,7 - 10,Eli Junior Kroupi SMM,10 - 14,Bournemouth v Arsenal
Justin Kluivert PGM,5 - 8,Justin Kluivert SMM,8 - 11,Bournemouth v Arsenal
David Brooks PGM,5 - 8,David Brooks SMM,7 - 10,Bournemouth v Arsenal
Amine Adli PGM,4 - 7,Amine Adli SMM,7 - 10,Bournemouth v Arsenal
Marcus Tavernier PGM,4 - 7,Marcus Tavernier SMM,6 - 9,Bournemouth v Arsenal
Alex Scott PGM,1 - 3,Alex Scott SMM,2 - 4,Bournemouth v Arsenal
Marcos Senesi PGM,0.5 - 2,Marcos Senesi SMM,1 - 3,Bournemouth v Arsenal
Alex Jimenez PGM,0.5 - 2,Alex Jimenez SMM,1 - 3,Bournemouth v Arsenal
James Hill PGM,0.5 - 2,James Hill SMM,1 - 3,Bournemouth v Arsenal
Adrien Truffert PGM,0.5 - 2,Adrien Truffert SMM,1 - 3,Bournemouth v Arsenal
Bafode Diakite PGM,0.25 - 1.5,Bafode Diakite SMM,0.5 - 2,Bournemouth v Arsenal
Adam Smith PGM,0.1 - 1,Adam Smith SMM,0.25 - 1.5,Bournemouth v Arsenal
Viktor Gyokeres PGM,22 - 25,Viktor Gyokeres SMM,33 - 39,Bournemouth v Arsenal
Bukayo Saka PGM,18 - 21,Bukayo Saka SMM,28 - 33,Bournemouth v Arsenal
Gabriel Jesus PGM,18 - 21,Gabriel Jesus SMM,28 - 33,Bournemouth v Arsenal
Kai Havertz PGM,17 - 20,Kai Havertz SMM,27 - 32,Bournemouth v Arsenal
Leandro Trossard PGM,15 - 18,Leandro Trossard SMM,22 - 27,Bournemouth v Arsenal
Gabriel Martinelli PGM,13 - 16,Gabriel Martinelli SMM,19 - 23,Bournemouth v Arsenal
Noni Madueke PGM,13 - 16,Noni Madueke SMM,19 - 23,Bournemouth v Arsenal
Eberechi Eze PGM,13 - 16,Eberechi Eze SMM,19 - 23,Bournemouth v Arsenal
Mikel Merino PGM,13 - 16,Mikel Merino SMM,19 - 23,Bournemouth v Arsenal
Martin Odegaard PGM,9 - 12,Martin Odegaard SMM,13 - 17,Bournemouth v Arsenal
Declan Rice PGM,7 - 10,Declan Rice SMM,10 - 14,Bournemouth v Arsenal
Gabriel Magalhaes PGM,5 - 8,Gabriel Magalhaes SMM,8 - 11,Bournemouth v Arsenal
Martin Zubimendi PGM,4 - 7,Martin Zubimendi SMM,6 - 9,Bournemouth v Arsenal
Christian Norgaard PGM,4 - 7,Christian Norgaard SMM,6 - 9,Bournemouth v Arsenal
Jurrien Timber PGM,4 - 7,Jurrien Timber SMM,6 - 9,Bournemouth v Arsenal
Myles Lewis-Skelly PGM,1 - 3,Myles Lewis-Skelly SMM,2 - 4,Bournemouth v Arsenal
Ben White PGM,2 - 4,Ben White SMM,2.5 - 5,Bournemouth v Arsenal
William Saliba PGM,1 - 3,William Saliba SMM,2 - 4,Bournemouth v Arsenal
Dominic Calvert-Lewin PGM,23 - 26,Dominic Calvert-Lewin SMM,35 - 41,Leeds v Man Utd
Lukas Nmecha PGM,19 - 22,Lukas Nmecha SMM,28 - 33,Leeds v Man Utd
Joel Piroe PGM,16 - 19,Joel Piroe SMM,24 - 29,Leeds v Man Utd
Noah Okafor PGM,11 - 14,Noah Okafor SMM,17 - 21,Leeds v Man Utd
Wilfried Gnonto PGM,9 - 12,Wilfried Gnonto SMM,12 - 16,Leeds v Man Utd
Brenden Aaronson PGM,6 - 9,Brenden Aaronson SMM,8 - 11,Leeds v Man Utd
Jack Harrison PGM,6 - 9,Jack Harrison SMM,8 - 11,Leeds v Man Utd
Anton Stach PGM,4 - 7,Anton Stach SMM,6 - 9,Leeds v Man Utd
Pascal Struijk PGM,3 - 6,Pascal Struijk SMM,5 - 8,Leeds v Man Utd
Jayden Bogle PGM,3 - 6,Jayden Bogle SMM,5 - 8,Leeds v Man Utd
Ao Tanaka PGM,3 - 6,Ao Tanaka SMM,5 - 8,Leeds v Man Utd
Jaka Bijol PGM,2 - 4,Jaka Bijol SMM,2.5 - 5,Leeds v Man Utd
Gabriel Gudmondsson PGM,1 - 3,Gabriel Gudmondsson SMM,2 - 4,Leeds v Man Utd
Ilia Gruev PGM,1 - 3,Ilia Gruev SMM,2 - 4,Leeds v Man Utd
Sebastiaan Bornauw PGM,2.5 - 5,Sebastiaan Bornauw SMM,5 - 8,Leeds v Man Utd
James Justin PGM,2.5 - 5,James Justin SMM,4 - 7,Leeds v Man Utd
Sam Byram PGM,1 - 3,Sam Byram SMM,2 - 4,Leeds v Man Utd
Matheus Cunha PGM,18 - 21,Matheus Cunha SMM,27 - 32,Leeds v Man Utd
Benjamin Sesko PGM,16 - 19,Benjamin Sesko SMM,24 - 29,Leeds v Man Utd
Joshua Zirkzee PGM,12 - 15,Joshua Zirkzee SMM,17 - 21,Leeds v Man Utd
Mason Mount PGM,9 - 12,Mason Mount SMM,13 - 17,Leeds v Man Utd
Jack Fletcher PGM,5 - 8,Jack Fletcher SMM,8 - 11,Leeds v Man Utd
Casemiro PGM,4 - 7,Casemiro SMM,6 - 9,Leeds v Man Utd
Patrick Dorgu PGM,4 - 7,Patrick Dorgu SMM,6 - 9,Leeds v Man Utd
Matthijs de Ligt PGM,2.5 - 5,Matthijs de Ligt SMM,4 - 7,Leeds v Man Utd
Diogo Dalot PGM,2 - 4,Diogo Dalot SMM,2.5 - 5,Leeds v Man Utd
Lisandro Martinez PGM,2 - 4,Lisandro Martinez SMM,2.5 - 5,Leeds v Man Utd
Leny Yoro PGM,2 - 4,Leny Yoro SMM,2.5 - 5,Leeds v Man Utd
Ayden Heaven PGM,1 - 3,Ayden Heaven SMM,2 - 4,Leeds v Man Utd
Manuel Ugarte PGM,1 - 3,Manuel Ugarte SMM,2 - 4,Leeds v Man Utd
Tyrell Malacia PGM,1 - 3,Tyrell Malacia SMM,2 - 4,Leeds v Man Utd
Tyler Fredricson PGM,1 - 3,Tyler Fredricson SMM,2 - 4,Leeds v Man Utd
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Leeds v Man Utd
Kobbie Mainoo PGM,4 - 7,Kobbie Mainoo SMM,6 - 9,Leeds v Man Utd
Thierno Barry PGM,18 - 21,Thierno Barry SMM,27 - 32,Everton v Brentford
Beto PGM,16 - 19,Beto SMM,24 - 29,Everton v Brentford
Carlos Alcaraz PGM,8 - 11,Carlos Alcaraz SMM,12 - 16,Everton v Brentford
Tyler Dibling PGM,7 - 10,Tyler Dibling SMM,9 - 13,Everton v Brentford
Jack Grealish PGM,6 - 9,Jack Grealish SMM,8 - 11,Everton v Brentford
Kiernan Dewsbury-Hall PGM,6 - 9,Kiernan Dewsbury-Hall SMM,8 - 11,Everton v Brentford
Merlin Rohl PGM,6 - 9,Merlin Rohl SMM,8 - 11,Everton v Brentford
Dwight McNeil PGM,3 - 6,Dwight McNeil SMM,6 - 9,Everton v Brentford
Michael Keane PGM,3 - 6,Michael Keane SMM,5 - 8,Everton v Brentford
Jake O'Brien PGM,3 - 6,Jake O'Brien SMM,5 - 8,Everton v Brentford
James Garner PGM,2.5 - 5,James Garner SMM,4 - 7,Everton v Brentford
James Tarkowski PGM,2 - 4,James Tarkowski SMM,2.5 - 5,Everton v Brentford
Tim Iroegbunam PGM,2 - 4,Tim Iroegbunam SMM,2.5 - 5,Everton v Brentford
Adam Aznou PGM,2 - 4,Adam Aznou SMM,2.5 - 5,Everton v Brentford
Nathan Patterson PGM,0.5 - 2,Nathan Patterson SMM,1 - 3,Everton v Brentford
Vitaliy Mykolenko PGM,0.25 - 1.5,Vitaliy Mykolenko SMM,0.5 - 2,Everton v Brentford
Igor Thiago PGM,21 - 24,Igor Thiago SMM,32 - 38,Everton v Brentford
Kevin Schade PGM,7 - 10,Kevin Schade SMM,10 - 14,Everton v Brentford
Keane Lewis-Potter PGM,7 - 10,Keane Lewis-Potter SMM,10 - 14,Everton v Brentford
Reiss Nelson PGM,5 - 8,Reiss Nelson SMM,8 - 11,Everton v Brentford
Sepp van den Berg PGM,2.5 - 5,Sepp van den Berg SMM,4 - 7,Everton v Brentford
Mikkel Damsgaard PGM,2.5 - 5,Mikkel Damsgaard SMM,4 - 7,Everton v Brentford
Mathias Jensen PGM,2 - 4,Mathias Jensen SMM,4 - 7,Everton v Brentford
Nathan Collins PGM,2 - 4,Nathan Collins SMM,2.5 - 5,Everton v Brentford
Vitaly Janelt PGM,1 - 3,Vitaly Janelt SMM,2 - 4,Everton v Brentford
Ethan Pinnock PGM,1 - 3,Ethan Pinnock SMM,2 - 4,Everton v Brentford
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Everton v Brentford
Aaron Hickey PGM,0.5 - 2,Aaron Hickey SMM,1 - 3,Everton v Brentford
Michael Kayode PGM,0.5 - 2,Michael Kayode SMM,1 - 3,Everton v Brentford
Rico Henry PGM,0.5 - 2,Rico Henry SMM,1 - 3,Everton v Brentford
Yehor Yarmolyuk PGM,0.5 - 2,Yehor Yarmolyuk SMM,1 - 3,Everton v Brentford
Jordan Henderson PGM,0.25 - 1.5,Jordan Henderson SMM,0.5 - 2,Everton v Brentford
Raul Jimenez PGM,17 - 20,Raul Jimenez SMM,25 - 30,Fulham v Liverpool
Harry Wilson PGM,9 - 12,Harry Wilson SMM,13 - 17,Fulham v Liverpool
Jonah Kusi-Asare PGM,9 - 12,Jonah Kusi-Asare SMM,13 - 17,Fulham v Liverpool
Emile Smith Rowe PGM,7 - 10,Emile Smith Rowe SMM,10 - 14,Fulham v Liverpool
Joshua King PGM,5 - 8,Joshua King SMM,8 - 11,Fulham v Liverpool
Kevin PGM,4 - 7,Kevin SMM,7 - 10,Fulham v Liverpool
Adama Traore PGM,4 - 7,Adama Traore SMM,6 - 9,Fulham v Liverpool
Tom Cairney PGM,3 - 6,Tom Cairney SMM,5 - 8,Fulham v Liverpool
Sasa Lukic PGM,3 - 6,Sasa Lukic SMM,5 - 8,Fulham v Liverpool
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Fulham v Liverpool
Harrison Reed PGM,1 - 3,Harrison Reed SMM,2 - 4,Fulham v Liverpool
Kenny Tete PGM,0.5 - 2,Kenny Tete SMM,1 - 3,Fulham v Liverpool
Joachim Andersen PGM,0.5 - 2,Joachim Andersen SMM,1 - 3,Fulham v Liverpool
Antonee Robinson PGM,0.5 - 2,Antonee Robinson SMM,1 - 3,Fulham v Liverpool
Sander Berge PGM,0.5 - 2,Sander Berge SMM,1 - 3,Fulham v Liverpool
Issa Diop PGM,0.5 - 2,Issa Diop SMM,1 - 3,Fulham v Liverpool
Hugo Ekitike PGM,21 - 24,Hugo Ekitike SMM,32 - 38,Fulham v Liverpool
Dominik Szoboszlai PGM,13 - 16,Dominik Szoboszlai SMM,19 - 23,Fulham v Liverpool
Cody Gakpo PGM,13 - 16,Cody Gakpo SMM,19 - 23,Fulham v Liverpool
Federico Chiesa PGM,12 - 15,Federico Chiesa SMM,17 - 21,Fulham v Liverpool
Florian Wirtz PGM,10 - 13,Florian Wirtz SMM,14 - 18,Fulham v Liverpool
Alexis MacAllister PGM,8 - 11,Alexis MacAllister SMM,12 - 16,Fulham v Liverpool
Rio Ngumoha PGM,8 - 11,Rio Ngumoha SMM,12 - 16,Fulham v Liverpool
Curtis Jones PGM,3 - 6,Curtis Jones SMM,5 - 8,Fulham v Liverpool
Jeremie Frimpong PGM,7 - 10,Jeremie Frimpong SMM,10 - 14,Fulham v Liverpool
Virgil van Dijk PGM,2.5 - 5,Virgil van Dijk SMM,4 - 7,Fulham v Liverpool
Ryan Gravenberch PGM,2.5 - 5,Ryan Gravenberch SMM,4 - 7,Fulham v Liverpool
Milos Kerkez PGM,2 - 4,Milos Kerkez SMM,2.5 - 5,Fulham v Liverpool
Conor Bradley PGM,2 - 4,Conor Bradley SMM,2.5 - 5,Fulham v Liverpool
Andrew Robertson PGM,2 - 4,Andrew Robertson SMM,2.5 - 5,Fulham v Liverpool
Ibrahima Konate PGM,1 - 3,Ibrahima Konate SMM,2 - 4,Fulham v Liverpool
Nick Woltemade PGM,21 - 24,Nick Woltemade SMM,32 - 38,Newcastle v Crystal Palace
Yoane Wissa PGM,21 - 24,Yoane Wissa SMM,32 - 38,Newcastle v Crystal Palace
Anthony Gordon PGM,18 - 21,Anthony Gordon SMM,27 - 32,Newcastle v Crystal Palace
Harvey Barnes PGM,14 - 17,Harvey Barnes SMM,20 - 24,Newcastle v Crystal Palace
Jacob Murphy PGM,10 - 13,Jacob Murphy SMM,14 - 18,Newcastle v Crystal Palace
Bruno Guimaraes PGM,6 - 9,Bruno Guimaraes SMM,9 - 13,Newcastle v Crystal Palace
Jacob Ramsey PGM,5 - 8,Jacob Ramsey SMM,7 - 10,Newcastle v Crystal Palace
Joelinton PGM,4 - 7,Joelinton SMM,7 - 10,Newcastle v Crystal Palace
Sandro Tonali PGM,4 - 7,Sandro Tonali SMM,6 - 9,Newcastle v Crystal Palace
Joe Willock PGM,4 - 7,Joe Willock SMM,6 - 9,Newcastle v Crystal Palace
Fabian Schar PGM,2.5 - 5,Fabian Schar SMM,4 - 7,Newcastle v Crystal Palace
Malick Thiaw PGM,2.5 - 5,Malick Thiaw SMM,4 - 7,Newcastle v Crystal Palace
Lewis Miley PGM,2.5 - 5,Lewis Miley SMM,4 - 7,Newcastle v Crystal Palace
Lewis Hall PGM,2 - 4,Lewis Hall SMM,2.5 - 5,Newcastle v Crystal Palace
Jean-Philippe Mateta PGM,18 - 21,Jean-Philippe Mateta SMM,27 - 32,Newcastle v Crystal Palace
Christantus Uche PGM,9 - 12,Christantus Uche SMM,13 - 17,Newcastle v Crystal Palace
Yeremy Pino PGM,7 - 10,Yeremy Pino SMM,10 - 14,Newcastle v Crystal Palace
Justin Devenny PGM,5 - 8,Justin Devenny SMM,8 - 11,Newcastle v Crystal Palace
Romaine Esse PGM,4 - 7,Romaine Esse SMM,6 - 9,Newcastle v Crystal Palace
Jefferson Lerma PGM,2 - 4,Jefferson Lerma SMM,2.5 - 5,Newcastle v Crystal Palace
Marc Guehi PGM,1 - 3,Marc Guehi SMM,2 - 4,Newcastle v Crystal Palace
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,Newcastle v Crystal Palace
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Newcastle v Crystal Palace
Maxence Lacroix PGM,1 - 3,Maxence Lacroix SMM,2 - 4,Newcastle v Crystal Palace
Nathaniel Clyne PGM,1 - 3,Nathaniel Clyne SMM,2 - 4,Newcastle v Crystal Palace
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Newcastle v Crystal Palace
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Newcastle v Crystal Palace
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,Newcastle v Crystal Palace
Richarlison PGM,25 - 28,Richarlison SMM,39 - 46,Tottenham v Sunderland
Mohammed Kudus PGM,16 - 19,Mohammed Kudus SMM,24 - 29,Tottenham v Sunderland
Randal Kolo Muani PGM,13 - 16,Randal Kolo Muani SMM,19 - 23,Tottenham v Sunderland
Mathys Tel PGM,13 - 16,Mathys Tel SMM,19 - 23,Tottenham v Sunderland
Wilson Odobert PGM,7 - 10,Wilson Odobert SMM,10 - 14,Tottenham v Sunderland
Lucas Bergvall PGM,5 - 8,Lucas Bergvall SMM,8 - 11,Tottenham v Sunderland
Micky van de Ven PGM,4 - 7,Micky van de Ven SMM,6 - 9,Tottenham v Sunderland
Joao Palhinha PGM,4 - 7,Joao Palhinha SMM,6 - 9,Tottenham v Sunderland
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Tottenham v Sunderland
Rodrigo Bentancur PGM,2.5 - 5,Rodrigo Bentancur SMM,4 - 7,Tottenham v Sunderland
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Tottenham v Sunderland
Archie Gray PGM,2 - 4,Archie Gray SMM,2.5 - 5,Tottenham v Sunderland
Kevin Danso PGM,2 - 4,Kevin Danso SMM,2.5 - 5,Tottenham v Sunderland
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Tottenham v Sunderland
Ben Davies PGM,1 - 3,Ben Davies SMM,2 - 4,Tottenham v Sunderland
Brian Brobbey PGM,11 - 14,Brian Brobbey SMM,17 - 21,Tottenham v Sunderland
Wilson Isidor PGM,11 - 14,Wilson Isidor SMM,17 - 21,Tottenham v Sunderland
Eliezer Mayenda PGM,8 - 11,Eliezer Mayenda SMM,12 - 16,Tottenham v Sunderland
Enzo Le Fee PGM,4 - 7,Enzo Le Fee SMM,7 - 10,Tottenham v Sunderland
Simon Adingra PGM,4 - 7,Simon Adingra SMM,7 - 10,Tottenham v Sunderland
Romaine Mundle PGM,4 - 7,Romaine Mundle SMM,7 - 10,Tottenham v Sunderland
Chris Rigg PGM,3 - 6,Chris Rigg SMM,6 - 9,Tottenham v Sunderland
Lutsharel Geertruida PGM,2 - 4,Lutsharel Geertruida SMM,2.5 - 5,Tottenham v Sunderland
Nordi Mukiele PGM,1 - 3,Nordi Mukiele SMM,2 - 4,Tottenham v Sunderland
Omar Alderete PGM,1 - 3,Omar Alderete SMM,2 - 4,Tottenham v Sunderland
Dennis Cirkin PGM,1 - 3,Dennis Cirkin SMM,2 - 4,Tottenham v Sunderland
Granit Xhaka PGM,1 - 3,Granit Xhaka SMM,2 - 4,Tottenham v Sunderland
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Tottenham v Sunderland
Dan Neil PGM,1 - 3,Dan Neil SMM,2 - 4,Tottenham v Sunderland
Luke O'Nien PGM,1 - 3,Luke O'Nien SMM,2 - 4,Tottenham v Sunderland
Erling Haaland PGM,42 - 46,Erling Haaland SMM,73 - 85,Man City v Chelsea
Divine Mukasa PGM,18 - 21,Divine Mukasa SMM,27 - 32,Man City v Chelsea
Phil Foden PGM,15 - 18,Phil Foden SMM,22 - 27,Man City v Chelsea
Rayan Cherki PGM,10 - 13,Rayan Cherki SMM,14 - 18,Man City v Chelsea
Savinho PGM,9 - 12,Savinho SMM,13 - 17,Man City v Chelsea
Tijjani Reijnders PGM,8 - 11,Tijjani Reijnders SMM,12 - 16,Man City v Chelsea
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,6 - 9,Man City v Chelsea
Rodri PGM,3 - 6,Rodri SMM,6 - 9,Man City v Chelsea
Josko Gvardiol PGM,3 - 6,Josko Gvardiol SMM,5 - 8,Man City v Chelsea
Bernardo Silva PGM,3 - 6,Bernardo Silva SMM,5 - 8,Man City v Chelsea
Rico Lewis PGM,3 - 6,Rico Lewis SMM,5 - 8,Man City v Chelsea
Nico Gonzalez PGM,2.5 - 5,Nico Gonzalez SMM,5 - 8,Man City v Chelsea
