AM_namesX10,AM_oddsX10,contest
Adrien Truffert Ax10,1.3 - 1.6,Man Utd v Bournemouth
Antoine Semenyo Ax10,1.3 - 1.6,Man Utd v Bournemouth
Justin Kluivert Ax10,1.1 - 1.4,Man Utd v Bournemouth
Alex Scott Ax10,0.8 - 1.1,Man Utd v Bournemouth
Joshua Zirkzee Ax10,0.8 - 1.1,Man Utd v Bournemouth
Casemiro Ax10,0.75 - 1,Man Utd v Bournemouth
Matthijs de Ligt Ax10,0.3 - 0.5,Man Utd v Bournemouth
Evanilson Ax10,0.6 - 0.8,Man Utd v Bournemouth
Luke Shaw Ax10,0.6 - 0.8,Man Utd v Bournemouth
Tyler Adams Ax10,0.2 - 0.4,Man Utd v Bournemouth
Bafode Diakite Ax10,0.2 - 0.4,Man Utd v Bournemouth
Mason Mount Ax10,1.4 - 1.7,Man Utd v Bournemouth
David Brooks Ax10,1.4 - 1.7,Man Utd v Bournemouth
Diogo Dalot Ax10,1.1 - 1.4,Man Utd v Bournemouth
Amine Adli Ax10,0.8 - 1.1,Man Utd v Bournemouth
Kobbie Mainoo Ax10,0.7 - 0.9,Man Utd v Bournemouth
Benjamin Sesko Ax10,0.6 - 0.8,Man Utd v Bournemouth
Alex Jimenez Ax10,0.6 - 0.8,Man Utd v Bournemouth
Enes Unal Ax10,0.6 - 0.8,Man Utd v Bournemouth
Eli Junior Kroupi Ax10,0.6 - 0.8,Man Utd v Bournemouth
Noussair Mazraoui Ax10,0.5 - 0.7,Man Utd v Bournemouth
Manuel Ugarte Ax10,0.4 - 0.6,Man Utd v Bournemouth
Lisandro Martinez Ax10,0.3 - 0.5,Man Utd v Bournemouth
James Hill Ax10,0.3 - 0.5,Man Utd v Bournemouth
Marcos Senesi Ax10,0.2 - 0.5,Man Utd v Bournemouth
Adam Smith Ax10,0.2 - 0.4,Man Utd v Bournemouth
Leny Yoro Ax10,0.2 - 0.4,Man Utd v Bournemouth
Ayden Heaven Ax10,0.1 - 0.3,Man Utd v Bournemouth
