assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,24,1,2,3.4,2,73,0.01,0.01,0.0,0.46,12,0,0,0.9,5.6,2025-08-23,90,False,20,0,0,0,1,0,2,0,42497,1,0,0,1,0.0,6,7432,10715,3283,4.5,True,0,73,,,Adam Smith,0,0,0.0,90,DR,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733196,0.0,0,0,0,0.0,0.5593912601470947,0.5593912601470947,28792,Bournemouth,Adam Smith,Adam Smith,2,3,2,3.5,DEF,6,0.0,0.08,0.08,0.0,2.1,3.0,0.0,2.7,12.2,10.5,4.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.45,0.1,0.9,0.0,0.03,0.03,0.0,0.7,1.0,0.0,0.9,4.07,3.5,1.33,29.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,1.33,0.33,0.0,0.0,0.0,0.12,0.0,0.0,0.33,0.0,0.0,0.15,0.03,0.3,0.0,0.02,0.02,0.0,0.42,0.6,0.0,0.54,2.44,2.1,0.8,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8,0.2,0.0,0.0,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.09,0.02,0.18,26092.0,0.5309329904272039,0.526,0.249,0.225
0,0,2,0,0,0.1,0,73,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30,25,False,18,0,0,0,0,0,3,0,40820,1,0,1,0,0.0,1,-2268,2510,4778,4.5,False,0,73,,,Adam Smith,0,0,0.0,25,DR,Tottenham Hotspur,Bournemouth,0,1,28799,2025,735022,0.0,0,0,0,0.0,0.0,0.0,28799,Bournemouth,Adam Smith,Adam Smith,3,3,3,2.7,DEF,1,1.0,0.01,0.01,0.0,0.46,0.0,0.0,0.9,5.6,3.4,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,3.5,0.33,0.03,0.03,0.0,0.85,1.0,0.0,1.2,5.93,4.63,1.33,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,1.67,2.33,0.0,0.0,0.0,0.12,0.0,0.0,0.33,0.0,0.0,0.34,0.22,1.47,0.2,0.02,0.02,0.0,0.51,0.6,0.0,0.72,3.56,2.78,0.8,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,0.0,0.0,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.2,0.13,0.88,-1677.0,-0.3111964873765093,0.548,0.226,0.226
0,0,14,1,2,22.3,6,273,0.05,0.05,0.0,1.6,8,0,0,3.7,14.6,2025-08-17,90,False,7,0,0,0,4,0,1,0,56704,1,0,0,0,0.0,3,0,0,0,5.0,False,0,273,,,Adam Wharton,0,0,0.0,90,MC,Chelsea,Crystal Palace,0,0,28784,2025,732242,0.3093202114105224,0,2,0,0.0,0.2982566058635711,0.2982566058635711,28784,Crystal Palace,Adam Wharton,Adam Wharton,3,4,1,1.0,MID,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.577,0.216,0.208
0,0,18,0,2,20.2,9,273,0.09,0.09,0.0,0.66,15,1,0,2.8,8.2,2025-08-24,81,False,16,0,0,0,6,0,2,0,67486,1,1,1,1,0.0,2,563,7424,6861,5.0,True,0,273,,,Adam Wharton,0,0,0.0,83,MC,Crystal Palace,Nottingham Forest,1,1,28794,2025,733801,0.2488857060670852,0,1,0,0.0,0.675636351108551,0.675636351108551,28794,Crystal Palace,Adam Wharton,Adam Wharton,3,3,2,2.5,MID,2,1.0,0.05,0.05,0.0,1.6,0.0,0.0,3.7,14.6,22.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.31,0.0,0.0,2.0,0.0,0.0,0.3,0.3,1.0,0.33,0.02,0.02,0.0,0.53,0.0,0.0,1.23,4.87,7.43,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.67,0.0,0.0,0.1,0.1,0.33,0.2,0.01,0.01,0.0,0.32,0.0,0.0,0.74,2.92,4.46,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.06,0.0,0.0,0.4,0.0,0.0,0.06,0.06,0.2,10782.0,0.0394119705985299,0.405,0.288,0.307
0,0,9,0,0,5.9,5,273,0.01,0.01,0.0,0.75,21,0,0,0.9,3.2,2025-08-31,55,False,2,0,0,0,5,0,3,0,67625,1,0,3,0,0.0,1,-2656,5794,8450,5.0,False,0,273,,,Adam Wharton,0,0,0.0,60,MC,Aston Villa,Crystal Palace,0,3,28807,2025,736202,0.0,0,0,0,0.0,0.0,0.0,28807,Crystal Palace,Adam Wharton,Adam Wharton,3,4,3,2.0,MID,1,0.0,0.09,0.09,0.0,0.66,1.0,0.0,2.8,8.2,20.2,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.68,0.68,2.5,0.33,0.05,0.05,0.0,0.75,0.33,0.0,2.17,7.6,14.17,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.33,1.67,0.0,0.0,0.0,0.19,0.0,0.0,1.0,0.0,0.0,0.32,0.32,1.17,0.2,0.03,0.03,0.0,0.45,0.2,0.0,1.3,4.56,8.5,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,1.0,0.0,0.0,0.0,0.11,0.0,0.0,0.6,0.0,0.0,0.19,0.19,0.7,139.0,-0.1864644762707104,0.51,0.255,0.236
1,2,30,0,2,43.0,5,273,0.51,0.55,0.04,0.52,49,1,0,5.6,11.2,2025-09-20,74,False,19,0,0,0,2,0,5,0,46799,1,1,2,1,2.0,7,-6860,1524,8384,5.0,False,0,273,,,Adam Wharton,0,1,0.0236886031925678,77,MC,West Ham United,Crystal Palace,1,2,28819,2025,738575,0.6389764547348022,0,3,0,0.0236886031925678,0.1899318695068359,0.1662432700395584,28819,Crystal Palace,Adam Wharton,Adam Wharton,3,2,5,2.7,MID,5,0.0,0.01,0.01,0.0,0.75,0.0,0.0,0.9,3.2,5.9,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.05,0.05,0.0,1.0,0.33,0.0,2.47,8.67,16.13,0.0,75.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.33,2.0,0.0,0.0,0.0,0.19,0.0,0.0,1.0,0.0,0.0,0.32,0.32,1.83,0.2,0.03,0.03,0.0,0.6,0.2,0.0,1.48,5.2,9.68,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2,1.2,0.0,0.0,0.0,0.11,0.0,0.0,0.6,0.0,0.0,0.19,0.19,1.1,-20826.0,-0.6923698021800565,0.33,0.271,0.399
0,0,1,0,0,0.8,0,326,0.0,0.0,0.0,0.43,3,0,0,0.0,0.0,2025-08-16,24,False,6,0,0,0,0,0,1,0,31362,0,0,1,1,0.0,1,0,0,0,5.5,False,0,326,,,Adama Traoré Diarra,0,0,0.0,23,Sub,Brighton and Hove Albion,Fulham,1,1,28780,2025,732731,0.0,0,0,0,0.0,0.0,0.0,28780,Fulham,Adama Traoré Diarra,Adama Traoré,3,3,1,2.0,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.498,0.264,0.238
0,0,5,0,0,14.7,1,326,0.07,0.07,0.0,0.04,23,0,0,2.5,4.2,2025-08-30,6,False,7,0,0,0,1,0,3,0,25759,0,0,0,2,6.0,1,-4819,782,5601,5.4,False,0,326,,,Adama Traoré Diarra,0,0,0.0,1,Sub,Chelsea,Fulham,2,0,28798,2025,734844,0.0542943887412548,0,1,0,0.0,0.0542943887412548,0.0,28798,Fulham,Adama Traoré Diarra,Adama Traoré,3,4,3,0.2,MID,1,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.8,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.27,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.16,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-5603.0,-0.7549741500861664,0.605,0.217,0.179
0,0,0,0,0,0.6,1,326,0.01,0.05,0.04,0.05,37,0,0,0.4,0.0,2025-09-13,30,False,11,0,0,0,1,0,4,0,24093,0,0,0,1,6.0,1,-2717,1002,3719,5.4,True,0,326,,,Adama Traoré Diarra,0,1,0.033305887132883,30,Sub,Fulham,Leeds United,1,0,28813,2025,737002,0.0,0,0,0,0.033305887132883,0.4414194524288177,0.408113569021225,28813,Fulham,Adama Traoré Diarra,Adama Traoré,2,3,4,1.2,MID,1,0.0,0.07,0.07,0.0,0.04,0.0,0.0,2.5,4.2,14.7,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.0,0.02,0.02,0.0,0.16,0.0,0.0,0.83,1.4,5.17,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.67,0.0,0.0,0.0,0.02,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.73,0.0,0.01,0.01,0.0,0.09,0.0,0.0,0.5,0.84,3.1,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.44,-1666.0,-0.5755136623596696,0.494,0.27,0.236
0,0,-1,0,4,19.1,6,74,0.13,0.13,0.0,2.21,1,4,0,3.7,18.2,2025-08-15,90,False,12,0,0,0,4,0,1,0,65217,1,2,2,4,0.0,0,0,0,0,4.5,False,0,74,,,Adrien Truffert,0,0,0.0,90,DL,Liverpool,Bournemouth,4,2,28778,2025,731590,0.3169209659099579,0,1,0,0.0,0.4674547910690307,0.1505338251590728,28778,Bournemouth,Adrien Truffert,Adrien Truffert,3,5,1,0.9,DEF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.73,0.158,0.112
