assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,1993-06-13,8,513,True,True,100,100,8,0.3,167199,None,,0,0,-1,1,326.4,112,81,None,,0,3,3.8,0.0,0,2.20,0.08,4.20,0.15,2.00,24.81,0.92,0.07,Thomas,2.8,125,52,25,0.92,4,False,105.9,118,71,20,False,558.8,87,31,2433,0,0,0,0,0,0,0,,2025-04-12T20:00:08.101021Z,49,248,156,p167199,0,0,None,0,,167199.jpg,3.2,121,55,0,81,False,0,0.0,Partey,0.7,236,74,False,None,27,1.0,a,1,3,2020-10-05,170.0,186,114,99,304609,122,283682,288,0.6,20.2,Thomas,4
0,1997-06-05,0,63,True,True,100,100,1,0.52,192895,None,,0,0,-2,2,90.5,293,84,None,,0,2,2.8,0.0,0,0.50,0.26,0.71,0.37,0.21,1.47,0.76,0.11,Kieran,1.8,202,53,0,0.0,0,False,14.5,407,138,21,False,40.4,435,159,174,0,0,0,0,0,0,0,,2024-08-12T14:30:04.394338Z,43,570,117,p192895,0,0,None,0,,192895.jpg,1.5,371,120,0,243,False,0,0.0,Tierney,0.1,462,162,False,None,1,0.52,a,1,3,2019-08-08,13.0,414,146,15,14714,54,10975,142,0.4,3.5,Tierney,0
0,1998-11-05,0,2,True,True,0,0,0,0.0,223723,None,,0,0,-2,2,0.3,510,187,None,,0,2,0.0,0.0,0,0.00,0.0,0.18,2.7,0.18,0.04,0.6,2.7,Tomiyasu,0.0,718,255,0,0.0,0,False,1.0,520,182,22,False,0.4,541,191,6,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2024-10-18T16:00:06.930143Z,48,302,37,p223723,0,0,None,0,,223723.jpg,1.0,505,176,0,108,False,0,0.0,Takehiro,0.0,597,205,False,None,0,0.0,i,1,3,2021-08-31,9.0,428,154,1,1977,9,8031,1,0.0,0.2,Tomiyasu,0
6,1994-12-04,16,500,True,True,100,100,10,0.4,116216,4,,0,0,-3,3,543.4,54,43,None,,2,3,8.2,0.0,0,3.50,0.14,9.64,0.38,6.14,19.96,0.79,0.24,Leandro,7.2,10,3,23,0.91,8,False,180.6,33,25,23,False,543.4,93,34,2265,0,0,0,0,0,0,0,,2024-11-21T08:30:08.540890Z,67,38,18,p116216,0,0,4,0,,116216.jpg,4.0,55,26,1,21,False,0,0.0,Trossard,3.8,95,30,False,None,25,0.99,a,1,3,2023-01-20,723.0,25,14,136,1071871,26137,915147,1585,1.1,20.3,Trossard,2
1,1997-10-08,0,150,True,True,100,100,4,0.42,198869,None,,0,0,-4,4,108.4,272,77,None,,0,2,2.6,0.0,0,0.54,0.06,0.94,0.1,0.40,11.23,1.18,0.04,Benjamin,1.6,234,63,8,0.84,0,False,33.8,323,105,24,False,165.8,322,120,853,0,0,0,0,0,0,0,,2025-04-12T20:00:08.123863Z,61,74,6,p198869,0,0,None,0,,198869.jpg,2.8,173,50,0,241,False,0,0.0,White,2.2,132,49,False,None,9,0.95,a,1,3,2021-07-30,64.0,301,92,37,178453,862,1002446,294,0.3,6.1,White,2
1,1996-12-15,2,122,True,True,100,100,4,0.81,206325,None,,0,0,-2,2,63.3,334,107,None,,1,2,4.4,0.0,0,0.26,0.05,0.54,0.11,0.28,2.36,0.48,0.06,Oleksandr,3.4,89,22,0,0.0,0,False,17.0,393,133,25,False,55.0,418,149,443,0,0,0,0,0,0,0,,2024-12-09T09:30:06.099861Z,48,298,35,p206325,0,0,None,0,,206325.jpg,3.0,141,37,0,225,False,0,0.0,Zinchenko,0.9,218,85,False,None,4,0.81,a,1,3,2022-07-22,53.0,316,104,36,105289,330,318807,138,0.7,7.5,Zinchenko,1
0,1989-07-19,0,30,True,True,0,0,0,0.0,69752,None,,0,0,-4,4,0.0,640,66,None,,0,1,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,2.91,1.46,0.0,Norberto,0.0,539,66,2,1.0,0,False,7.8,447,35,73,False,77.8,400,35,180,0,0,0,0,0,0,0,Ineligible to face his parent club on 3/5. - Expected back 11 May,2025-04-25T00:00:07.994709Z,41,626,36,p69752,0,0,None,0,,69752.jpg,3.5,90,15,0,30,False,11,5.5,Murara Neto,0.7,241,32,False,None,2,1.0,n,1,3,2024-08-30,0.0,605,47,7,92047,20,258962,249,0.0,1.7,Neto,0
2,1994-12-08,0,51,True,True,100,100,1,0.21,103955,None,,0,0,-3,3,117.6,260,161,3,,0,3,2.2,0.0,0,0.46,0.1,1.78,0.38,1.32,3.70,0.79,0.28,Raheem,1.2,272,128,3,0.64,0,False,29.1,348,171,186,False,63.6,413,191,424,0,0,0,0,0,0,0,,2025-03-08T20:00:09.918533Z,67,37,17,p103955,0,0,None,0,,103955.jpg,1.5,385,184,0,241,False,0,0.0,Sterling,0.8,226,72,False,None,6,1.27,a,1,3,2024-08-30,112.0,249,139,23,55035,88,163596,64,0.2,3.4,Sterling,1
1,2002-05-19,1,133,True,True,25,25,1,0.1,466075,None,,0,0,-2,2,116.2,261,70,None,,1,2,0.2,0.0,0,0.68,0.07,1.54,0.15,0.86,9.51,0.93,0.08,Riccardo,0.0,781,262,12,1.17,2,False,53.9,266,82,578,False,249.6,256,96,921,0,0,0,0,0,0,0,Knee injury - 25% chance of playing,2025-03-24T14:30:09.477149Z,58,91,8,p466075,0,0,None,0,,466075.jpg,2.2,258,81,0,106,False,0,0.0,Calafiori,1.2,186,73,False,None,11,1.07,d,1,3,2024-07-29,174.0,178,32,37,246337,17,423080,260,0.0,6.4,Calafiori,4
0,2006-09-26,0,181,True,True,100,100,4,0.34,499169,None,,0,0,0,0,129.2,250,158,None,,0,3,2.6,0.0,0,0.42,0.04,0.54,0.05,0.12,11.26,0.95,0.01,Myles,1.6,228,105,12,1.01,1,False,31.5,339,167,597,False,141.2,343,156,1072,0,0,0,0,0,0,0,,2025-02-22T21:00:10.286547Z,45,423,264,p499169,0,0,None,0,,499169.jpg,1.6,358,168,2,241,False,0,0.0,Lewis-Skelly,0.4,289,88,False,None,12,1.01,a,1,3,2022-12-04,48.0,324,175,30,103153,469,68932,469,0.4,6.7,Lewis-Skelly,2
2,1996-06-22,8,301,True,True,100,100,4,0.26,195384,None,,0,0,1,-1,241.1,160,111,None,,1,3,4.4,0.0,0,1.14,0.07,5.61,0.36,4.47,12.69,0.82,0.29,Mikel,3.4,95,38,13,0.84,6,False,110.1,109,66,633,False,411.4,159,62,1391,0,0,0,0,0,0,0,,2025-01-27T01:00:09.275216Z,61,73,46,p195384,0,0,None,0,,195384.jpg,3.4,105,52,0,200,False,0,0.0,Merino,3.2,111,35,False,None,15,0.97,a,1,3,2024-08-27,449.0,62,40,85,653393,1844,301226,7091,0.6,13.9,Merino,2
0,2003-08-20,0,0,True,True,None,None,0,0,498046,None,,0,0,0,0,0.0,711,288,None,,0,3,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Salah-Eddine,0.0,646,245,0,0,0,False,0.0,716,289,638,False,0.0,716,289,0,0,0,0,0,0,0,0,,None,45,422,263,p498046,0,0,None,0,,498046.jpg,0.0,721,291,0,152,False,0,0,Oulad M'hand,0.0,677,277,False,None,0,0,a,1,3,2021-10-25,0.0,694,281,0,2655,5,2266,5,0.0,0.0,Oulad M'hand,0
0,2006-03-13,0,0,True,True,None,None,0,0,551221,None,,0,0,0,0,0.0,735,80,None,,0,1,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tommy,0.0,675,82,0,0,0,False,0.0,741,82,639,False,0.0,741,82,0,0,0,0,0,0,0,0,,None,45,458,18,p551221,0,0,None,0,,551221.jpg,0.0,745,82,0,241,False,0,0,Setford,0.1,536,69,False,None,0,0,a,1,3,2024-07-24,0.0,721,70,0,4346,14,4792,21,0.0,0.0,Setford,0
0,None,0,0,False,True,0,0,0,0,588793,None,,0,0,0,0,0.0,621,232,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Maldini,0.0,518,199,0,0,0,False,0.0,636,233,657,False,0.0,636,233,0,0,0,0,0,0,0,0,Loaned to Bromley,2025-02-04T10:52:26.271821Z,40,714,219,p588793,0,0,None,0,,588793.jpg,0.0,642,233,0,2,False,0,0,Kacurri,0.1,548,191,False,None,0,0,u,1,3,2024-09-14,0.0,585,224,0,11257,0,10271,17,0.0,0.0,Kacurri,0
0,2005-12-10,0,0,True,True,None,None,0,0,588796,None,,0,0,0,0,0.0,747,315,None,,0,3,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ismeal,0.0,688,277,0,0,0,False,0.0,752,316,659,False,0.0,752,316,0,0,0,0,0,0,0,0,,None,45,472,299,p588796,0,0,None,0,,588796.jpg,0.0,755,318,0,152,False,0,0,Kabia,0.0,675,276,False,None,0,0,a,1,3,2024-09-14,0.0,732,309,0,2970,5,2518,3,0.0,0.0,Kabia,0
0,2006-07-26,0,0,True,True,None,None,0,0,499167,None,,0,0,0,0,0.0,597,212,None,,0,2,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,490,175,0,0,0,False,0.0,613,214,662,False,0.0,613,214,0,0,0,0,0,0,0,0,,None,40,681,190,p499167,0,0,None,0,,499167.jpg,0.0,619,214,0,241,False,0,0,Nichols,0.1,533,184,False,None,0,0,a,1,3,2024-07-24,0.0,559,202,0,6829,30,5188,39,0.0,0.0,Nichols,0
0,2003-01-04,0,5,True,True,None,None,0,0.0,461025,None,,0,0,0,0,0.0,693,60,None,,0,4,1.2,0.0,0,0.00,0.0,0.07,1.05,0.07,0.04,0.6,1.05,Nathan,0.2,402,42,0,0.0,0,False,2.0,504,55,665,False,3.0,525,55,6,0,0,0,0,0,0,0,,None,45,397,66,p461025,0,0,None,0,,461025.jpg,1.0,478,48,0,241,False,0,0.0,Butler-Oyedeji,0.2,386,61,False,None,0,0.0,a,1,3,2024-09-18,17.0,404,53,1,58484,73,47641,95,0.0,0.2,Butler-Oyedeji,0
0,1982-03-26,0,0,True,True,None,None,0,0,100051017,None,,0,0,0,0,0.0,538,19,None,,0,5,7.6,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mikel,6.6,13,7,0,0,0,False,0.0,563,19,735,False,0.0,563,19,0,5,5,20,1,0,0,6,,None,15,784,4,man51018,0,0,None,0,,100051017.jpg,0.0,571,19,0,200,False,0,0,Arteta,13.6,282,3,False,None,0,0,a,1,3,2019-12-22,0.0,493,19,81,234668,468,156217,377,4.4,54.0,Arteta,0
0,2008-07-15,0,0,True,True,None,None,0,0,616059,None,,0,0,0,0,0.0,633,64,None,,0,1,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,532,64,0,0,0,False,0.0,648,76,756,False,0.0,648,76,0,0,0,0,0,0,0,0,,None,40,728,64,p616059,0,0,None,0,,616059.jpg,0.0,654,75,0,241,False,0,0,Porter,0.0,694,74,False,None,0,0,a,1,3,2024-09-18,0.0,598,45,0,1588,17,822,10,0.0,0.0,Porter,0
0,2004-10-01,0,0,True,True,None,None,0,0,538182,None,,0,0,0,0,0.0,728,302,None,,0,3,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jimi,0.0,668,263,0,0,0,False,0.0,734,303,790,False,0.0,734,303,0,0,0,0,0,0,0,0,,None,45,450,284,p538182,0,0,None,0,,538182.jpg,0.0,738,305,0,241,False,0,0,Gower,0.0,797,343,False,None,0,0,a,1,3,2024-07-24,0.0,714,296,0,55,2,25,1,0.0,0.0,Gower,0
0,2003-09-23,0,0,True,True,None,None,0,0,514307,None,,0,0,0,0,0.0,714,291,None,,0,3,1.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,652,250,0,0,0,False,0.0,720,292,793,False,0.0,720,292,0,0,0,0,0,0,0,0,,None,45,430,269,p514307,0,0,None,0,,514307.jpg,0.0,724,294,0,104,False,0,0,Henry-Francis,0.0,799,345,False,None,0,0,a,1,3,2021-07-12,0.0,698,284,0,21,3,7,0,0.0,0.0,Jack Henry-Francis,0
2,1997-08-09,2,169,True,True,100,100,2,0.16,215711,3,,0,0,-3,3,234.8,165,114,4,,0,3,0.0,0.0,0,2.92,0.23,4.65,0.37,1.73,13.91,1.11,0.14,Leon,0.0,788,343,19,1.51,1,False,69.8,205,104,28,False,144.4,340,153,1131,0,0,0,0,0,0,0,,2025-04-01T15:00:07.914260Z,62,60,34,p215711,0,0,None,0,,215711.jpg,2.0,297,135,0,107,False,0,0.0,Bailey,0.7,237,75,False,None,14,1.11,a,2,7,2021-08-04,323.0,95,62,46,181945,190,470814,81,0.0,7.4,Bailey,3
1,1993-12-05,5,156,True,True,100,100,1,0.16,88894,None,,0,0,-3,3,126.1,253,159,None,,1,3,0.2,0.0,0,0.42,0.07,2.11,0.35,1.69,5.36,0.87,0.28,Ross,0.2,411,190,9,1.47,3,False,53.7,267,137,29,False,210.0,284,129,552,0,0,0,0,0,0,0,,2025-01-11T01:30:08.379812Z,52,164,97,p88894,0,0,None,0,,88894.jpg,2.4,235,101,0,241,False,0,0.0,Barkley,0.2,350,109,False,None,3,0.49,a,2,7,2024-07-01,202.0,155,98,41,26417,20,91502,6,0.0,7.9,Barkley,3
0,None,0,0,False,True,0,0,0,0,491287,None,,0,0,-1,1,0.0,771,330,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,0.0,734,309,0,0,0,False,0.0,774,331,30,False,0.0,774,331,0,0,0,0,0,0,0,0,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,275,176,p491287,0,0,None,0,,491287.jpg,0.0,774,331,0,None,False,0,0,Barrenechea,0.0,668,274,False,None,0,0,u,2,7,None,0.0,763,329,0,872,0,5335,1,0.0,0.0,Barrenechea,0
0,None,0,37,False,True,0,0,0,0.0,195546,None,,0,0,-4,4,23.2,411,218,3,,0,3,0.0,0.0,0,0.03,0.03,0.68,0.69,0.65,2.27,2.3,0.66,Emiliano,0.0,759,326,2,2.02,0,False,5.2,471,222,31,False,16.4,483,223,89,0,0,0,0,0,0,0,Loaned to Bayer Leverkusen,2025-02-03T10:22:17.157838Z,51,181,107,p195546,0,0,None,0,,195546.jpg,0.9,528,246,0,10,False,0,0.0,Buendía Stati,0.1,517,189,False,None,0,0.0,u,2,7,2021-06-10,16.0,407,214,11,6966,0,17014,4,0.0,2.2,Buendia,1
1,1997-08-07,1,203,True,True,100,100,4,0.21,199796,None,,0,0,-1,1,156.7,223,54,None,,0,2,3.2,0.0,0,1.18,0.06,1.50,0.08,0.32,23.62,1.24,0.02,Matty,3.2,98,23,20,1.05,1,False,57.9,248,78,32,False,293.8,224,81,1709,0,0,0,0,0,0,0,,2025-01-31T15:00:08.473024Z,44,508,90,p199796,0,0,None,0,,199796.jpg,2.5,211,64,0,172,False,0,0.0,Cash,1.1,194,75,False,None,20,1.05,a,2,7,2020-09-03,128.0,228,62,57,240772,1147,441259,278,0.7,13.0,Cash,6
0,None,0,0,False,True,0,0,0,0,151589,None,,0,0,0,0,0.0,678,264,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leander,0.0,610,219,0,0,0,False,0.0,684,265,33,False,0.0,684,265,0,0,0,0,0,0,0,0,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,369,233,p151589,0,0,None,0,,151589.jpg,0.0,689,267,0,None,False,0,0,Dendoncker,0.2,382,123,False,None,0,0,u,2,7,None,0.0,659,257,0,18187,0,93868,8,0.0,0.0,Dendoncker,0
0,None,0,0,False,True,0,0,0,0,243557,None,,0,0,0,0,0.0,798,346,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Moussa,0.0,793,346,0,0,0,False,0.0,798,346,34,False,0.0,798,346,0,0,0,0,0,0,0,0,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,45,22,p243557,0,0,None,0,,243557.jpg,0.0,797,346,0,None,False,0,0,Diaby,0.0,684,280,False,None,0,0,u,2,7,None,0.0,798,346,0,0,0,3414,0,0.0,0.0,Diaby,0
